semilla	cp	maxdepth	minsplit	minbucket	ganancia_test
753937	-0.001	6	2000	666.666666666667	262666666.666667
101173	-0.001	6	2000	666.666666666667	289800000
715727	-0.001	6	2000	666.666666666667	282200000
590819	-0.001	6	2000	4000	270600000
526937	-0.001	6	2000	4000	215866666.666667
753937	-0.001	6	2000	4000	253666666.666667
101173	-0.001	6	2000	4000	207333333.333333
715727	-0.001	6	2000	4000	251800000
590819	-0.001	6	2000	6000	242866666.666667
526937	-0.001	6	2000	6000	217333333.333333
753937	-0.001	6	2000	6000	2.27e+08
101173	-0.001	6	2000	6000	238466666.666667
715727	-0.001	6	2000	6000	212333333.333333
590819	-0.001	6	1500	1500	254400000
526937	-0.001	6	1500	1500	252600000
753937	-0.001	6	1500	1500	238800000
101173	-0.001	6	1500	1500	243800000
715727	-0.001	6	1500	1500	218200000
590819	-0.001	6	1500	750	302600000
526937	-0.001	6	1500	750	262400000
753937	-0.001	6	1500	750	244533333.333333
101173	-0.001	6	1500	750	289666666.666667
715727	-0.001	6	1500	750	2.8e+08
590819	-0.001	6	1500	500	303266666.666667
526937	-0.001	6	1500	500	268066666.666667
753937	-0.001	6	1500	500	273866666.666667
101173	-0.001	6	1500	500	287466666.666667
715727	-0.001	6	1500	500	275733333.333333
590819	-0.001	6	1500	3000	270600000
526937	-0.001	6	1500	3000	233666666.666667
753937	-0.001	6	1500	3000	253666666.666667
101173	-0.001	6	1500	3000	264200000
715727	-0.001	6	1500	3000	253266666.666667
590819	-0.001	6	1500	4500	247466666.666667
526937	-0.001	6	1500	4500	215866666.666667
753937	-0.001	6	1500	4500	222666666.666667
101173	-0.001	6	1500	4500	213400000
715727	-0.001	6	1500	4500	212333333.333333
590819	-0.001	6	1000	1000	268400000
526937	-0.001	6	1000	1000	260600000
753937	-0.001	6	1000	1000	243533333.333333
101173	-0.001	6	1000	1000	274933333.333333
715727	-0.001	6	1000	1000	282200000
590819	-0.001	6	1000	500	303266666.666667
526937	-0.001	6	1000	500	268066666.666667
753937	-0.001	6	1000	500	273866666.666667
101173	-0.001	6	1000	500	289733333.333333
715727	-0.001	6	1000	500	281466666.666667
590819	-0.001	6	1000	333.333333333333	3.02e+08
526937	-0.001	6	1000	333.333333333333	268066666.666667
753937	-0.001	6	1000	333.333333333333	273133333.333333
101173	-0.001	6	1000	333.333333333333	282533333.333333
715727	-0.001	6	1000	333.333333333333	285200000
590819	-0.001	6	1000	2000	261800000
526937	-0.001	6	1000	2000	2.16e+08
753937	-0.001	6	1000	2000	215866666.666667
101173	-0.001	6	1000	2000	255200000
715727	-0.001	6	1000	2000	206933333.333333
590819	-0.001	6	1000	3000	270600000
526937	-0.001	6	1000	3000	233666666.666667
753937	-0.001	6	1000	3000	253666666.666667
101173	-0.001	6	1000	3000	264200000
715727	-0.001	6	1000	3000	253266666.666667
590819	-0.001	6	800	800	304533333.333333
526937	-0.001	6	800	800	259133333.333333
753937	-0.001	6	800	800	248666666.666667
101173	-0.001	6	800	800	287400000
715727	-0.001	6	800	800	2.8e+08
590819	-0.001	6	800	400	303266666.666667
526937	-0.001	6	800	400	268066666.666667
753937	-0.001	6	800	400	268200000
101173	-0.001	6	800	400	302600000
715727	-0.001	6	800	400	272600000
590819	-0.001	6	800	266.666666666667	300733333.333333
526937	-0.001	6	800	266.666666666667	272266666.666667
753937	-0.001	6	800	266.666666666667	2.79e+08
101173	-0.001	6	800	266.666666666667	280066666.666667
715727	-0.001	6	800	266.666666666667	276466666.666667
590819	-0.001	6	800	1600	254400000
526937	-0.001	6	800	1600	251666666.666667
753937	-0.001	6	800	1600	238800000
101173	-0.001	6	800	1600	241600000
715727	-0.001	6	800	1600	218200000
590819	-0.001	6	800	2400	270600000
526937	-0.001	6	800	2400	2.16e+08
753937	-0.001	6	800	2400	253666666.666667
101173	-0.001	6	800	2400	252066666.666667
715727	-0.001	6	800	2400	218666666.666667
590819	-0.001	6	600	600	290466666.666667
526937	-0.001	6	600	600	267266666.666667
753937	-0.001	6	600	600	296133333.333333
101173	-0.001	6	600	600	269066666.666667
715727	-0.001	6	600	600	276933333.333333
590819	-0.001	6	600	300	3.02e+08
526937	-0.001	6	600	300	2.64e+08
753937	-0.001	6	600	300	268333333.333333
101173	-0.001	6	600	300	287200000
715727	-0.001	6	600	300	285133333.333333
590819	-0.001	6	600	200	279600000
526937	-0.001	6	600	200	267600000
753937	-0.001	6	600	200	268333333.333333
101173	-0.001	6	600	200	285400000
715727	-0.001	6	600	200	2.72e+08
590819	-0.001	6	600	1200	254400000
526937	-0.001	6	600	1200	263866666.666667
753937	-0.001	6	600	1200	238800000
101173	-0.001	6	600	1200	262133333.333333
715727	-0.001	6	600	1200	221733333.333333
590819	-0.001	6	600	1800	254400000
526937	-0.001	6	600	1800	232133333.333333
753937	-0.001	6	600	1800	224200000
101173	-0.001	6	600	1800	255200000
715727	-0.001	6	600	1800	206933333.333333
590819	-0.001	6	400	400	303266666.666667
526937	-0.001	6	400	400	268066666.666667
753937	-0.001	6	400	400	268200000
101173	-0.001	6	400	400	302600000
715727	-0.001	6	400	400	272600000
590819	-0.001	6	400	200	279133333.333333
526937	-0.001	6	400	200	267600000
753937	-0.001	6	400	200	272066666.666667
101173	-0.001	6	400	200	285400000
715727	-0.001	6	400	200	266666666.666667
590819	-0.001	6	400	133.333333333333	276533333.333333
526937	-0.001	6	400	133.333333333333	283600000
753937	-0.001	6	400	133.333333333333	250066666.666667
101173	-0.001	6	400	133.333333333333	291533333.333333
715727	-0.001	6	400	133.333333333333	272266666.666667
590819	-0.001	6	400	800	304533333.333333
526937	-0.001	6	400	800	259133333.333333
753937	-0.001	6	400	800	248666666.666667
101173	-0.001	6	400	800	287400000
715727	-0.001	6	400	800	2.8e+08
590819	-0.001	6	400	1200	254400000
526937	-0.001	6	400	1200	263866666.666667
753937	-0.001	6	400	1200	238800000
101173	-0.001	6	400	1200	262133333.333333
715727	-0.001	6	400	1200	221733333.333333
590819	-0.001	6	200	200	279133333.333333
526937	-0.001	6	200	200	267600000
753937	-0.001	6	200	200	272066666.666667
101173	-0.001	6	200	200	285400000
715727	-0.001	6	200	200	266666666.666667
590819	-0.001	6	200	100	274133333.333333
526937	-0.001	6	200	100	285266666.666667
753937	-0.001	6	200	100	267333333.333333
101173	-0.001	6	200	100	285800000
715727	-0.001	6	200	100	274466666.666667
590819	-0.001	6	200	66.6666666666667	279333333.333333
526937	-0.001	6	200	66.6666666666667	276600000
753937	-0.001	6	200	66.6666666666667	251333333.333333
101173	-0.001	6	200	66.6666666666667	278666666.666667
715727	-0.001	6	200	66.6666666666667	249533333.333333
590819	-0.001	6	200	400	303266666.666667
526937	-0.001	6	200	400	268066666.666667
753937	-0.001	6	200	400	268200000
101173	-0.001	6	200	400	302600000
715727	-0.001	6	200	400	272600000
590819	-0.001	6	200	600	290466666.666667
526937	-0.001	6	200	600	267266666.666667
753937	-0.001	6	200	600	296133333.333333
101173	-0.001	6	200	600	269066666.666667
715727	-0.001	6	200	600	276933333.333333
590819	-0.001	6	100	100	274133333.333333
526937	-0.001	6	100	100	285266666.666667
753937	-0.001	6	100	100	267333333.333333
101173	-0.001	6	100	100	285800000
715727	-0.001	6	100	100	274466666.666667
590819	-0.001	6	100	50	274333333.333333
526937	-0.001	6	100	50	276266666.666667
753937	-0.001	6	100	50	259333333.333333
101173	-0.001	6	100	50	286733333.333333
715727	-0.001	6	100	50	250333333.333333
590819	-0.001	6	100	33.3333333333333	250333333.333333
526937	-0.001	6	100	33.3333333333333	280600000
753937	-0.001	6	100	33.3333333333333	267533333.333333
101173	-0.001	6	100	33.3333333333333	292466666.666667
715727	-0.001	6	100	33.3333333333333	251533333.333333
590819	-0.001	6	100	200	279133333.333333
526937	-0.001	6	100	200	267600000
753937	-0.001	6	100	200	272066666.666667
101173	-0.001	6	100	200	285400000
715727	-0.001	6	100	200	266666666.666667
590819	-0.001	6	100	300	3.02e+08
526937	-0.001	6	100	300	2.64e+08
753937	-0.001	6	100	300	268333333.333333
101173	-0.001	6	100	300	287200000
715727	-0.001	6	100	300	285133333.333333
590819	-0.001	6	50	50	274333333.333333
526937	-0.001	6	50	50	276266666.666667
753937	-0.001	6	50	50	259333333.333333
101173	-0.001	6	50	50	286733333.333333
715727	-0.001	6	50	50	250333333.333333
590819	-0.001	6	50	25	239266666.666667
526937	-0.001	6	50	25	278333333.333333
753937	-0.001	6	50	25	270733333.333333
101173	-0.001	6	50	25	293333333.333333
715727	-0.001	6	50	25	251200000
590819	-0.001	6	50	16.6666666666667	273600000
526937	-0.001	6	50	16.6666666666667	278200000
753937	-0.001	6	50	16.6666666666667	287933333.333333
101173	-0.001	6	50	16.6666666666667	294133333.333333
715727	-0.001	6	50	16.6666666666667	256466666.666667
590819	-0.001	6	50	100	274133333.333333
526937	-0.001	6	50	100	285266666.666667
753937	-0.001	6	50	100	267333333.333333
101173	-0.001	6	50	100	285800000
715727	-0.001	6	50	100	274466666.666667
590819	-0.001	6	50	150	280333333.333333
526937	-0.001	6	50	150	279333333.333333
753937	-0.001	6	50	150	261333333.333333
101173	-0.001	6	50	150	288333333.333333
715727	-0.001	6	50	150	235866666.666667
590819	-0.001	6	20	20	267666666.666667
526937	-0.001	6	20	20	2.79e+08
753937	-0.001	6	20	20	283333333.333333
101173	-0.001	6	20	20	291533333.333333
715727	-0.001	6	20	20	249133333.333333
590819	-0.001	6	20	10	272666666.666667
526937	-0.001	6	20	10	278266666.666667
753937	-0.001	6	20	10	287266666.666667
101173	-0.001	6	20	10	273533333.333333
715727	-0.001	6	20	10	250333333.333333
590819	-0.001	6	20	6.66666666666667	266866666.666667
526937	-0.001	6	20	6.66666666666667	261666666.666667
753937	-0.001	6	20	6.66666666666667	278200000
101173	-0.001	6	20	6.66666666666667	274666666.666667
715727	-0.001	6	20	6.66666666666667	252400000
590819	-0.001	6	20	40	254200000
526937	-0.001	6	20	40	281533333.333333
753937	-0.001	6	20	40	259400000
101173	-0.001	6	20	40	292400000
715727	-0.001	6	20	40	243200000
590819	-0.001	6	20	60	272733333.333333
526937	-0.001	6	20	60	278800000
753937	-0.001	6	20	60	257933333.333333
101173	-0.001	6	20	60	285066666.666667
715727	-0.001	6	20	60	236400000
590819	-0.001	6	10	10	272666666.666667
526937	-0.001	6	10	10	278266666.666667
753937	-0.001	6	10	10	287266666.666667
101173	-0.001	6	10	10	273533333.333333
715727	-0.001	6	10	10	250333333.333333
590819	-0.001	6	10	5	266933333.333333
526937	-0.001	6	10	5	261933333.333333
753937	-0.001	6	10	5	277666666.666667
101173	-0.001	6	10	5	272666666.666667
715727	-0.001	6	10	5	248066666.666667
590819	-0.001	6	10	3.33333333333333	269066666.666667
526937	-0.001	6	10	3.33333333333333	251200000
753937	-0.001	6	10	3.33333333333333	268800000
101173	-0.001	6	10	3.33333333333333	270600000
715727	-0.001	6	10	3.33333333333333	281200000
590819	-0.001	6	10	20	267666666.666667
526937	-0.001	6	10	20	2.79e+08
753937	-0.001	6	10	20	283333333.333333
101173	-0.001	6	10	20	291533333.333333
715727	-0.001	6	10	20	249133333.333333
590819	-0.001	6	10	30	244933333.333333
526937	-0.001	6	10	30	278400000
753937	-0.001	6	10	30	264200000
101173	-0.001	6	10	30	293200000
715727	-0.001	6	10	30	251200000
590819	-0.001	6	5	5	266933333.333333
526937	-0.001	6	5	5	261933333.333333
753937	-0.001	6	5	5	277666666.666667
101173	-0.001	6	5	5	272666666.666667
715727	-0.001	6	5	5	248066666.666667
590819	-0.001	6	5	2.5	266800000
526937	-0.001	6	5	2.5	2.5e+08
753937	-0.001	6	5	2.5	274600000
101173	-0.001	6	5	2.5	268866666.666667
715727	-0.001	6	5	2.5	281333333.333333
590819	-0.001	6	5	1.66666666666667	286600000
526937	-0.001	6	5	1.66666666666667	2.49e+08
753937	-0.001	6	5	1.66666666666667	274933333.333333
101173	-0.001	6	5	1.66666666666667	272866666.666667
715727	-0.001	6	5	1.66666666666667	278866666.666667
590819	-0.001	6	5	10	272666666.666667
526937	-0.001	6	5	10	278266666.666667
753937	-0.001	6	5	10	287266666.666667
101173	-0.001	6	5	10	273533333.333333
715727	-0.001	6	5	10	250333333.333333
590819	-0.001	6	5	15	275400000
526937	-0.001	6	5	15	279466666.666667
753937	-0.001	6	5	15	288133333.333333
101173	-0.001	6	5	15	294133333.333333
715727	-0.001	6	5	15	254333333.333333
590819	-0.001	6	1	1	286600000
526937	-0.001	6	1	1	2.49e+08
753937	-0.001	6	1	1	275066666.666667
101173	-0.001	6	1	1	272866666.666667
715727	-0.001	6	1	1	276533333.333333
590819	-0.001	6	1	0.5	286600000
526937	-0.001	6	1	0.5	2.49e+08
753937	-0.001	6	1	0.5	275066666.666667
101173	-0.001	6	1	0.5	272866666.666667
715727	-0.001	6	1	0.5	276533333.333333
590819	-0.001	6	1	0.333333333333333	286600000
526937	-0.001	6	1	0.333333333333333	2.49e+08
753937	-0.001	6	1	0.333333333333333	275066666.666667
101173	-0.001	6	1	0.333333333333333	272866666.666667
715727	-0.001	6	1	0.333333333333333	276533333.333333
590819	-0.001	6	1	2	266800000
526937	-0.001	6	1	2	2.5e+08
753937	-0.001	6	1	2	274600000
101173	-0.001	6	1	2	268866666.666667
715727	-0.001	6	1	2	278933333.333333
590819	-0.001	6	1	3	269333333.333333
526937	-0.001	6	1	3	251466666.666667
753937	-0.001	6	1	3	268800000
101173	-0.001	6	1	3	270600000
715727	-0.001	6	1	3	281533333.333333
590819	0	6	2000	2000	0
526937	0	6	2000	2000	0
753937	0	6	2000	2000	0
101173	0	6	2000	2000	0
715727	0	6	2000	2000	0
590819	0	6	2000	1000	0
526937	0	6	2000	1000	0
753937	0	6	2000	1000	0
101173	0	6	2000	1000	0
715727	0	6	2000	1000	0
590819	0	6	2000	666.666666666667	0
526937	0	6	2000	666.666666666667	0
753937	0	6	2000	666.666666666667	0
101173	0	6	2000	666.666666666667	0
715727	0	6	2000	666.666666666667	0
590819	0	6	2000	4000	0
526937	0	6	2000	4000	0
753937	0	6	2000	4000	0
101173	0	6	2000	4000	0
715727	0	6	2000	4000	0
590819	0	6	2000	6000	0
526937	0	6	2000	6000	0
753937	0	6	2000	6000	0
101173	0	6	2000	6000	0
715727	0	6	2000	6000	0
590819	0	6	1500	1500	0
526937	0	6	1500	1500	0
753937	0	6	1500	1500	0
101173	0	6	1500	1500	0
715727	0	6	1500	1500	0
590819	0	6	1500	750	0
526937	0	6	1500	750	0
753937	0	6	1500	750	0
101173	0	6	1500	750	0
715727	0	6	1500	750	0
590819	0	6	1500	500	0
526937	0	6	1500	500	0
753937	0	6	1500	500	0
101173	0	6	1500	500	0
715727	0	6	1500	500	0
590819	0	6	1500	3000	0
526937	0	6	1500	3000	0
753937	0	6	1500	3000	0
101173	0	6	1500	3000	0
715727	0	6	1500	3000	0
590819	0	6	1500	4500	0
526937	0	6	1500	4500	0
753937	0	6	1500	4500	0
101173	0	6	1500	4500	0
715727	0	6	1500	4500	0
590819	0	6	1000	1000	0
526937	0	6	1000	1000	0
753937	0	6	1000	1000	0
101173	0	6	1000	1000	0
715727	0	6	1000	1000	0
590819	0	6	1000	500	0
526937	0	6	1000	500	0
753937	0	6	1000	500	0
101173	0	6	1000	500	0
715727	0	6	1000	500	0
590819	0	6	1000	333.333333333333	0
526937	0	6	1000	333.333333333333	0
753937	0	6	1000	333.333333333333	0
101173	0	6	1000	333.333333333333	0
715727	0	6	1000	333.333333333333	0
590819	0	6	1000	2000	0
526937	0	6	1000	2000	0
753937	0	6	1000	2000	0
101173	0	6	1000	2000	0
715727	0	6	1000	2000	0
590819	0	6	1000	3000	0
526937	0	6	1000	3000	0
753937	0	6	1000	3000	0
101173	0	6	1000	3000	0
715727	0	6	1000	3000	0
590819	0	6	800	800	0
526937	0	6	800	800	0
753937	0	6	800	800	0
101173	0	6	800	800	0
715727	0	6	800	800	0
590819	0	6	800	400	0
526937	0	6	800	400	0
753937	0	6	800	400	0
101173	0	6	800	400	0
715727	0	6	800	400	0
590819	0	6	800	266.666666666667	0
526937	0	6	800	266.666666666667	0
753937	0	6	800	266.666666666667	0
101173	0	6	800	266.666666666667	0
715727	0	6	800	266.666666666667	0
590819	0	6	800	1600	0
526937	0	6	800	1600	0
753937	0	6	800	1600	0
101173	0	6	800	1600	0
715727	0	6	800	1600	0
590819	0	6	800	2400	0
526937	0	6	800	2400	0
753937	0	6	800	2400	0
101173	0	6	800	2400	0
715727	0	6	800	2400	0
590819	0	6	600	600	0
526937	0	6	600	600	0
753937	0	6	600	600	0
101173	0	6	600	600	0
715727	0	6	600	600	0
590819	0	6	600	300	0
526937	0	6	600	300	0
753937	0	6	600	300	0
101173	0	6	600	300	0
715727	0	6	600	300	0
590819	0	6	600	200	0
526937	0	6	600	200	0
753937	0	6	600	200	0
101173	0	6	600	200	0
715727	0	6	600	200	0
590819	0	6	600	1200	0
526937	0	6	600	1200	0
753937	0	6	600	1200	0
101173	0	6	600	1200	0
715727	0	6	600	1200	0
590819	0	6	600	1800	0
526937	0	6	600	1800	0
753937	0	6	600	1800	0
101173	0	6	600	1800	0
715727	0	6	600	1800	0
590819	0	6	400	400	0
526937	0	6	400	400	0
753937	0	6	400	400	0
101173	0	6	400	400	0
715727	0	6	400	400	0
590819	0	6	400	200	0
526937	0	6	400	200	0
753937	0	6	400	200	0
101173	0	6	400	200	0
715727	0	6	400	200	0
590819	0	6	400	133.333333333333	0
526937	0	6	400	133.333333333333	0
753937	0	6	400	133.333333333333	0
101173	0	6	400	133.333333333333	0
715727	0	6	400	133.333333333333	170133333.333333
590819	0	6	400	800	0
526937	0	6	400	800	0
753937	0	6	400	800	0
101173	0	6	400	800	0
715727	0	6	400	800	0
590819	0	6	400	1200	0
526937	0	6	400	1200	0
753937	0	6	400	1200	0
101173	0	6	400	1200	0
715727	0	6	400	1200	0
590819	0	6	200	200	0
526937	0	6	200	200	0
753937	0	6	200	200	0
101173	0	6	200	200	0
715727	0	6	200	200	0
590819	0	6	200	100	234600000
526937	0	6	200	100	2.28e+08
753937	0	6	200	100	232400000
101173	0	6	200	100	219066666.666667
715727	0	6	200	100	0
590819	0	6	200	66.6666666666667	234600000
526937	0	6	200	66.6666666666667	2.28e+08
753937	0	6	200	66.6666666666667	232400000
101173	0	6	200	66.6666666666667	219066666.666667
715727	0	6	200	66.6666666666667	0
590819	0	6	200	400	0
526937	0	6	200	400	0
753937	0	6	200	400	0
101173	0	6	200	400	0
715727	0	6	200	400	0
590819	0	6	200	600	0
526937	0	6	200	600	0
753937	0	6	200	600	0
101173	0	6	200	600	0
715727	0	6	200	600	0
590819	0	6	100	100	234600000
526937	0	6	100	100	2.28e+08
753937	0	6	100	100	232400000
101173	0	6	100	100	219066666.666667
715727	0	6	100	100	0
590819	0	6	100	50	234600000
526937	0	6	100	50	2.28e+08
753937	0	6	100	50	232400000
101173	0	6	100	50	219066666.666667
715727	0	6	100	50	174533333.333333
590819	0	6	100	33.3333333333333	234600000
526937	0	6	100	33.3333333333333	2.28e+08
753937	0	6	100	33.3333333333333	232400000
101173	0	6	100	33.3333333333333	219066666.666667
715727	0	6	100	33.3333333333333	174533333.333333
590819	0	6	100	200	0
526937	0	6	100	200	0
753937	0	6	100	200	0
101173	0	6	100	200	0
715727	0	6	100	200	0
590819	0	6	100	300	0
526937	0	6	100	300	0
753937	0	6	100	300	0
101173	0	6	100	300	0
715727	0	6	100	300	0
590819	0	6	50	50	234600000
526937	0	6	50	50	2.28e+08
753937	0	6	50	50	232400000
101173	0	6	50	50	219066666.666667
715727	0	6	50	50	174533333.333333
590819	0	6	50	25	234600000
526937	0	6	50	25	2.28e+08
753937	0	6	50	25	232400000
101173	0	6	50	25	219066666.666667
715727	0	6	50	25	174533333.333333
590819	0	6	50	16.6666666666667	242800000
526937	0	6	50	16.6666666666667	2.28e+08
753937	0	6	50	16.6666666666667	232400000
101173	0	6	50	16.6666666666667	238533333.333333
715727	0	6	50	16.6666666666667	174533333.333333
590819	0	6	50	100	234600000
526937	0	6	50	100	2.28e+08
753937	0	6	50	100	232400000
101173	0	6	50	100	219066666.666667
715727	0	6	50	100	0
590819	0	6	50	150	234600000
526937	0	6	50	150	0
753937	0	6	50	150	0
101173	0	6	50	150	0
715727	0	6	50	150	170133333.333333
590819	0	6	20	20	234600000
526937	0	6	20	20	2.28e+08
753937	0	6	20	20	235533333.333333
101173	0	6	20	20	236466666.666667
715727	0	6	20	20	174533333.333333
590819	0	6	20	10	241800000
526937	0	6	20	10	229200000
753937	0	6	20	10	234800000
101173	0	6	20	10	238533333.333333
715727	0	6	20	10	1.77e+08
590819	0	6	20	6.66666666666667	235866666.666667
526937	0	6	20	6.66666666666667	241333333.333333
753937	0	6	20	6.66666666666667	229800000
101173	0	6	20	6.66666666666667	2.36e+08
715727	0	6	20	6.66666666666667	1.77e+08
590819	0	6	20	40	234600000
526937	0	6	20	40	2.28e+08
753937	0	6	20	40	232400000
101173	0	6	20	40	219066666.666667
715727	0	6	20	40	174533333.333333
590819	0	6	20	60	234600000
526937	0	6	20	60	2.28e+08
753937	0	6	20	60	232400000
101173	0	6	20	60	219066666.666667
715727	0	6	20	60	174533333.333333
590819	0	6	10	10	241800000
526937	0	6	10	10	229200000
753937	0	6	10	10	234800000
101173	0	6	10	10	238533333.333333
715727	0	6	10	10	1.77e+08
590819	0	6	10	5	238200000
526937	0	6	10	5	245600000
753937	0	6	10	5	232866666.666667
101173	0	6	10	5	243866666.666667
715727	0	6	10	5	177200000
590819	0	6	10	3.33333333333333	238333333.333333
526937	0	6	10	3.33333333333333	253333333.333333
753937	0	6	10	3.33333333333333	239066666.666667
101173	0	6	10	3.33333333333333	281200000
715727	0	6	10	3.33333333333333	264400000
590819	0	6	10	20	234600000
526937	0	6	10	20	2.28e+08
753937	0	6	10	20	235533333.333333
101173	0	6	10	20	236466666.666667
715727	0	6	10	20	174533333.333333
590819	0	6	10	30	234600000
526937	0	6	10	30	2.28e+08
753937	0	6	10	30	232400000
101173	0	6	10	30	219066666.666667
715727	0	6	10	30	174533333.333333
590819	0	6	5	5	238200000
526937	0	6	5	5	245600000
753937	0	6	5	5	232866666.666667
